Wall time,Step,Value
1662580028.2214828,0,0.014875308610498905
1662580039.1779091,3,0.008833617903292179
1662580042.8789775,4,0.007983911782503128
1662580064.7465162,10,0.0037542241625487804
1662580068.0827,11,0.0032807430252432823
1662580078.749898,14,0.0025000437162816525
1662580083.0210364,15,0.002361358143389225
1662580094.103505,18,0.0016056506428867579
1662580097.9342737,19,0.0013949073618277907
1662580101.5102801,20,0.0012753664050251245
1662580108.376196,22,0.0011704304488375783
1662580111.4901927,23,0.001131668221205473
1662580122.8112812,26,0.0011060915421694517
1662580124.554823,27,0.001090346951968968
1662580145.5939348,33,0.0008421947713941336
1662580155.20497,36,0.0008529327460564673
1662580157.2752745,37,0.0008520761039108038
1662580159.591639,38,0.0008312722202390432
1662580163.0561693,39,0.0007928864797577262
1662580166.8568702,40,0.0007509448332712054
1662580192.2370355,47,0.0006137941381894052
1662580195.779054,48,0.000592200958635658
1662580199.0976095,49,0.0005685426294803619
1662580206.632268,51,0.0005363806849345565
1662580210.294586,52,0.0005284111830405891
1662580216.7558274,54,0.00052514678100124
1662580227.8422844,57,0.0004994735936634243
1662580238.9420862,60,0.0004763004253618419
1662580242.5196586,61,0.0004699257842730731
1662580246.6566708,62,0.00046128238318488
1662580250.5074446,63,0.0004509191494435072
1662580258.0331364,65,0.0004340388986747712
1662580261.7987337,66,0.00042893437785096467
1662580265.753199,67,0.00042590967495925725
1662580269.6452007,68,0.00042252414277754724
1662580277.8336477,70,0.0004117192584089935
1662580281.5966766,71,0.0004068687267135829
1662580303.9468863,77,0.00037803821032866836
1662580311.2970734,79,0.00037237536162137985
1662580315.1187265,80,0.0003696233907248825
1662580322.1142318,82,0.00036341394297778606
1662580325.6607265,83,0.00036061828723177314
1662580333.6023667,85,0.00035529411979950964
1662580349.317755,89,0.00034304073778912425
1662580353.3049488,90,0.0003406116447877139
1662580372.026086,95,0.0003300562093500048
1662580387.103503,99,0.000320171209750697
1662580390.4800003,100,0.00031830003717914224
1662580402.050255,103,0.0003123101487290114
1662580413.2682507,106,0.00031284004217013717
1662580415.4984581,107,0.000313114927848801
1662580419.5999908,109,0.0003060482849832624
1662580434.8807724,114,0.00029286692733876407
1662580440.4252443,116,0.0002964672166854143
1662580455.447142,121,0.00028481867047958076
1662580468.3307984,125,0.0002773299056570977
1662580471.7013586,126,0.00027594470884650946
1662580479.5165105,128,0.0002748434490058571
1662580487.366564,130,0.00027031960780732334
1662580490.5031607,131,0.0002680069883354008
1662580493.607717,132,0.0002690328110475093
1662580505.6969633,136,0.00026205129688605666
1662580509.6647935,137,0.00026110035832971334
1662580527.9864802,143,0.00026049299049191177
1662580530.6260912,144,0.00026633645757101476
1662580534.8302777,146,0.0002568862691987306
1662580538.7890766,147,0.0002480966504663229
1662580548.3268685,150,0.0002467566228006035
1662580568.3697572,157,0.0002368832065258175
1662580574.5001936,159,0.00023250203230418265
1662580578.4718575,160,0.00023094537027645856
1662580586.0471222,162,0.00022903576609678566
1662580592.3131602,164,0.00022738163534086198
1662580598.696047,166,0.00022354593966156244
1662580614.5648792,170,0.00022002635523676872
1662580616.9311047,171,0.00021812070917803794
1662580620.9716752,172,0.00021865688904654235
1662580629.569623,175,0.00021472801745403558
1662580633.9702137,176,0.00021515300613828003
1662580636.2580504,177,0.00021738788927905262
1662580638.469914,178,0.00022066792007535696
1662580642.6016135,180,0.00023373884323518723
1662580645.1242,181,0.00023428273561876267
1662580653.307176,184,0.00020561437122523785
1662580655.6539924,185,0.00021290063159540296
1662580657.636467,186,0.00021630676928907633
1662580666.3363216,189,0.00020137100364081562
1662580668.4285645,190,0.00020363659132272005
1662580670.6174479,191,0.00020322926866356283
1662580672.9891899,192,0.00019423881894908845
1662580683.0290616,195,0.0001952553284354508
1662580694.0235665,199,0.00019012462871614844
1662580696.5090983,200,0.0001880487980088219
1662580702.4544277,202,0.00018304173136129975
1662580706.2957895,203,0.0001820176694309339
1662580710.1059878,204,0.0001846653176471591
1662580712.4466484,205,0.00018157360318582505
1662580719.1898477,207,0.00017905441927723587
1662580724.9991841,209,0.00018455900135450065
1662580729.226417,211,0.00019666875596158206
1662580733.925086,213,0.00020168168703094125
1662580738.3815954,215,0.00017457599460612983
1662580742.4689586,216,0.000169952807482332
1662580748.8746047,218,0.00018081668531522155
1662580751.0846097,219,0.00018295683548785746
1662580753.737452,220,0.0001683953159954399
1662580757.4745893,221,0.00016469341062474996
1662580761.3220448,222,0.0001694675738690421
1662580766.0946703,224,0.0001707775954855606
1662580768.0256019,225,0.00016115194011945277
1662580780.078528,229,0.00016179286467377096
1662580797.7473035,235,0.00015137376612983644
1662580805.2778544,237,0.00015196346794255078
1662580807.1567733,238,0.00015034849639050663
1662580809.2475812,239,0.0001502650266047567
1662580815.6226437,241,0.00014592488878406584
1662580819.4931576,242,0.00014641857706010342
1662580825.8475394,244,0.00014578158152289689
1662580828.1434147,245,0.00014301952614914626
1662580832.9612927,246,0.00014284797362051904
1662580836.828113,247,0.00014147377805784345
1662580851.5648637,252,0.00014255076530389488
1662580853.8933468,253,0.000143960933201015
1662580855.7556794,254,0.00015082904428709298
1662580862.7079914,257,0.00017126431339420378
1662580865.3877802,258,0.0001692654041107744
1662580867.2070818,259,0.00014880657545290887
1662580869.502912,260,0.00013404448691289872
1662580876.5816824,262,0.0001397284650010988
1662580897.4105093,270,0.00012715677439700812
1662580900.9481022,271,0.00012398127000778913
1662580908.5956352,274,0.00012594745203386992
1662580910.8977578,275,0.00012351393525023013
1662580914.5921352,276,0.00011963176802964881
1662580920.8256323,278,0.00012295698979869485
1662580925.3085618,280,0.00012090063682990149
1662580932.3412614,282,0.00011634228576440364
1662580935.741049,283,0.00011695887951646
1662580940.4343085,285,0.00011751819693017751
1662580946.6803865,287,0.00011405934492358938
1662580950.5186572,288,0.0001124191694543697
1662580958.3036404,290,0.00011256998550379649
