Wall time,Step,Value
1662472597.6414132,3,0.0012970115058124065
1662472598.096099,4,0.0018343410920351744
1662472600.4484608,10,0.0010258490219712257
1662472602.0913408,14,0.0017776336753740907
1662472602.4759736,15,0.0016939552733674645
1662472603.6474988,18,0.001095424871891737
1662472604.0612257,19,0.0009439716232009232
1662472604.5535254,20,0.0008574555977247655
1662472605.4370682,22,0.0008350355783477426
1662472605.887657,23,0.0008494133944623172
1662472607.197586,26,0.0007881110068410635
1662472607.6273818,27,0.0007442660280503333
1662472612.288434,38,0.0006683714454993606
1662472613.1446917,40,0.0006024582544341683
1662472616.3237026,47,0.0005318857147358358
1662472616.7597587,48,0.0005268793320283294
1662472617.1824784,49,0.0005256759468466043
1662472617.9693162,51,0.0005290468106977642
1662472619.0909398,54,0.0005203396431170404
1662472620.4721673,57,0.000492630060762167
1662472621.7312498,60,0.0004790294624399394
1662472622.1495607,61,0.00047801999608054757
1662472622.5592005,62,0.00047750346129760146
1662472622.9418406,63,0.0004774482804350555
1662472623.749829,65,0.0004793450061697513
1662472624.1101494,66,0.00048109187628142536
1662472624.4837518,67,0.0004828452365472913
1662472624.9025753,68,0.00048408957081846893
1662472625.7159276,70,0.0004832177946809679
1662472626.1283712,71,0.00048081271233968437
1662472628.8613036,77,0.0004647764144465327
1662472629.7414298,79,0.0004623676941264421
1662472630.9506404,82,0.00045892305206507444
1662472632.319003,85,0.00045425392454490066
1662472634.2678833,89,0.00044388798414729536
1662472638.9079854,99,0.00042613738332875073
1662472640.4974213,103,0.0004182166594546288
1662472641.807379,106,0.0004130773013457656
1662472642.2470243,107,0.0004111929447390139
1662472643.156766,109,0.0004073432646691799
1662472646.281,116,0.0003918789734598249
1662472648.6002362,121,0.00038063578540459275
1662472650.3798223,125,0.0003711349854711443
1662472650.8199968,126,0.00036889873445034027
1662472651.7444122,128,0.0003643039963208139
1662472652.5232625,130,0.00035986819420941174
1662472655.2097566,136,0.0003475746780168265
1662472655.662244,137,0.000345593347446993
1662472658.8712559,144,0.00033187109511345625
1662472659.8001974,146,0.00032809143885970116
1662472660.2709513,147,0.00032620201818645
1662472661.5806782,150,0.00032038200879469514
1662472664.3359404,157,0.0003067892976105213
1662472665.6975834,160,0.00030103808967396617
1662472666.595264,162,0.0002967221662402153
1662472667.5562294,164,0.00029252577223815024
1662472670.1063657,170,0.00028110697166994214
1662472670.5463123,171,0.00027934397803619504
1662472671.0039084,172,0.00027769224834628403
1662472673.2900329,177,0.00026870390865951777
1662472674.880272,181,0.00026170414639636874
1662472676.1209612,184,0.00025694299256429076
1662472676.4677148,185,0.0002553320664446801
1662472676.920748,186,0.0002537347318138927
1662472678.708642,190,0.000247211690293625
1662472679.1711843,191,0.0002453573397360742
1662472679.6231205,192,0.00024399516405537724
1662472682.8096106,199,0.00023332829005084932
1662472684.0920525,202,0.00022858731972519308
1662472684.5212784,203,0.0002270472759846598
1662472684.9690843,204,0.00022574799368157983
1662472685.4040318,205,0.0002241395995952189
1662472686.3204155,207,0.0002212068357039243
1662472687.9795024,211,0.0002153933746740222
1662472688.8029468,213,0.00021307310089468956
1662472689.7237525,215,0.00021052687952760607
1662472691.4132516,219,0.00020475518249440938
1662472691.862711,220,0.00020392295846249908
1662472692.3396404,221,0.0002023707638727501
1662472693.6666408,224,0.00019871113181579858
1662472695.8381035,229,0.00019306218018755317
1662472699.8975704,239,0.00018285601981915534
1662472700.904236,241,0.00018103087495546788
1662472702.2270296,244,0.00017766508972272277
1662472702.6162179,245,0.00017731834668666124
1662472703.004928,246,0.00017611960356589407
1662472706.150891,254,0.00016973177844192833
1662472707.6744604,258,0.00016667199088260531
1662472708.0678132,259,0.00016646611038595438
