Wall time,Step,Value
1662578865.207739,0,0.10323623567819595
1662578873.8583348,3,0.014559360221028328
1662578876.6311011,4,0.022893153131008148
1662578887.558846,10,0.00932606216520071
1662578888.83896,11,0.010628215037286282
1662578893.2489216,14,0.01174954604357481
1662578894.564903,15,0.010687767527997494
1662578899.9838977,18,0.007313665933907032
1662578902.8797183,19,0.0068852826952934265
1662578905.9034402,20,0.006825052201747894
1662578910.152287,22,0.007065481971949339
1662578911.4486713,23,0.007016795687377453
1662578918.4718938,26,0.00595712848007679
1662578921.5424783,27,0.005599336698651314
1662578938.1680336,33,0.00515644671395421
1662578946.4461029,36,0.004513891413807869
1662578949.2949634,37,0.004346179775893688
1662578952.0296423,38,0.004255667794495821
1662578954.8985205,39,0.004223685245960951
1662578957.5700693,40,0.004200967960059643
1662578975.9712162,47,0.003933143336325884
1662578977.2509072,48,0.003939613234251738
1662578978.4549434,49,0.0039026294834911823
1662578982.7446635,51,0.0037392841186374426
1662578985.801486,52,0.003665102878585458
1662578991.8173568,54,0.003580599557608366
1662579000.5433228,57,0.0034469307865947485
1662579009.971552,60,0.003345232456922531
1662579012.7555134,61,0.00331486901268363
1662579015.603346,62,0.003273102454841137
1662579018.6551049,63,0.003221196122467518
1662579024.4299967,65,0.0031177401542663574
1662579027.401526,66,0.0030801754910498857
1662579030.8978167,67,0.003050657454878092
1662579033.919852,68,0.0030223059002310038
1662579039.5998,70,0.0029608753975480795
1662579042.501347,71,0.002930039307102561
1662579060.70123,77,0.0027054981328547
1662579066.40744,79,0.002632776740938425
1662579069.2863061,80,0.002600268693640828
1662579075.2629495,82,0.0025359627325087786
1662579078.791755,83,0.002501818584278226
1662579084.8808725,85,0.0024338674265891314
1662579097.4878538,89,0.0023031444288790226
1662579100.2848487,90,0.0022706901654601097
1662579115.3546858,95,0.002100980607792735
1662579126.705871,99,0.001968512311577797
1662579129.797718,100,0.0019362210296094418
1662579138.4947233,103,0.001840811688452959
1662579147.310972,106,0.0017459876835346222
1662579150.44226,107,0.0017144742887467146
1662579156.4316874,109,0.0016518604243174195
1662579171.0297575,114,0.0014816838083788753
1662579176.3500702,116,0.001412323210388422
1662579192.1994238,121,0.001242354279384017
1662579203.558484,125,0.0011314074508845806
1662579206.4772086,126,0.0011029966408386827
1662579211.8819513,128,0.0010488127591088414
1662579217.9202414,130,0.0009989964310079813
1662579220.5546134,131,0.0009751869365572929
1662579223.4697587,132,0.0009515709825791419
1662579236.1104574,136,0.0008613000973127782
1662579238.9027815,137,0.0008407728164456785
1662579256.9664187,143,0.0007283781305886805
1662579259.9608734,144,0.0007114247418940067
1662579266.0090706,146,0.0006784912548027933
1662579269.9436283,147,0.0006626930553466082
1662579278.5214956,150,0.0006188041297718883
1662579300.1294508,157,0.0005335728637874126
1662579306.07324,159,0.0005133251543156803
1662579309.064968,160,0.0005035746144130826
1662579314.8699787,162,0.0004856596060562879
1662579320.7564945,164,0.0004689648048952222
1662579327.120984,166,0.0004537978384178132
1662579338.523947,170,0.00042685717926360667
1662579341.5456302,171,0.00042080521234311163
1662579344.7328532,172,0.0004152068868279457
1662579354.4504712,175,0.0003998753381893039
1662579357.160191,176,0.000395453127566725
1662579360.0870183,177,0.00039104701136238873
1662579363.009112,178,0.0003880560980178416
1662579369.372129,180,0.0003824217710644007
1662579372.5812168,181,0.0003763798449654132
1662579382.137861,184,0.00036385891144163907
1662579385.3287401,185,0.0003628743870649487
1662579388.4298882,186,0.00035829879925586283
1662579398.1849337,189,0.0003483169712126255
1662579401.23445,190,0.0003469689399935305
1662579404.3259993,191,0.0003429889911785722
1662579407.4715214,192,0.0003399715351406485
1662579416.195864,195,0.0003332525084260851
1662579428.4337738,199,0.0003224807733204216
1662579431.8561301,200,0.0003208978450857103
1662579437.9142854,202,0.00031647144351154566
1662579441.0512412,203,0.00031401857268065214
1662579444.180882,204,0.00031180810765363276
1662579447.0613873,205,0.0003098386514466256
1662579452.567736,207,0.0003062769246753305
1662579458.4495642,209,0.00030241961940191686
1662579465.101286,211,0.00029830075800418854
1662579470.6422138,213,0.00029464822728186846
1662579476.5630262,215,0.0002909043978434056
1662579480.0631225,216,0.00028923936770297587
1662579486.3714774,218,0.0002861369284801185
1662579489.242776,219,0.00028422122704796493
1662579491.9950905,220,0.0002834589977283031
1662579495.2740157,221,0.0002815929474309087
1662579498.2713172,222,0.0002824135881382972
1662579501.4586391,224,0.00028601507074199617
1662579502.9830005,225,0.00028434506384655833
1662579512.1979525,229,0.0002720949414651841
1662579525.0768332,235,0.00026302196783944964
1662579531.247541,237,0.0002577001869212836
1662579533.9987807,238,0.00025638978695496917
1662579536.934236,239,0.00025738312979228795
1662579541.3477118,241,0.0002534528903197497
1662579543.9935646,242,0.0002509825862944126
1662579550.3775892,244,0.00025040452601388097
1662579551.7483218,245,0.0002480490365996957
1662579554.5749872,246,0.0002467299345880747
